"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.938360208E0,-6.799948637E-3,5.983940000E-4,8.278096157E-1,8.278377602E-1
2.948346208E0,-1.891661972E-2,8.121951562E-3,8.505628860E-1,8.508119814E-1
2.958333208E0,-1.984828902E-2,1.162235980E-2,8.092482144E-1,8.095750158E-1
2.968319208E0,-3.007014246E-2,4.219650941E-2,8.270623416E-1,8.286838213E-1
2.978305208E0,-2.752847659E-2,4.648829261E-2,8.367926931E-1,8.385350259E-1
2.988292208E0,-2.936935138E-2,4.468661015E-2,8.182318765E-1,8.199773507E-1
2.998278208E0,-2.659015836E-2,2.764990681E-2,8.324523050E-1,8.333357030E-1
3.008265208E0,-8.298197149E-3,9.347788347E-3,8.581993496E-1,8.582903733E-1
3.018251208E0,2.650828364E-3,-5.009218287E-3,8.245193875E-1,8.245388648E-1
3.028237208E0,-1.160532294E-2,-2.039547649E-2,8.266150296E-1,8.269480432E-1
3.038224208E0,-1.009874214E-2,-1.844428346E-2,8.570018399E-1,8.572597796E-1
3.048210208E0,-1.033318580E-2,-2.390072695E-2,8.396379483E-1,8.400416083E-1
3.058197208E0,-4.721023645E-3,-1.914661629E-2,7.929344827E-1,7.931796611E-1
3.068183208E0,9.488021024E-4,-2.750270316E-2,7.938320303E-1,7.943088765E-1
3.078169208E0,6.181155620E-3,-2.414144495E-2,8.465218753E-1,8.468886003E-1
3.088156208E0,-2.506164594E-3,-9.522528732E-3,7.617986441E-1,7.618622799E-1
3.098142208E0,2.386737498E-3,-3.442182764E-3,7.852997732E-1,7.853109441E-1
3.108128208E0,-4.147126281E-3,1.563730932E-2,8.456243277E-1,8.457790655E-1
3.118115208E0,-5.672616879E-3,1.766005307E-2,8.258648318E-1,8.260731060E-1
3.128100708E0,-2.141707186E-2,3.032221684E-2,8.086500442E-1,8.095017120E-1
3.138087708E0,-1.568133246E-2,3.257093721E-2,8.108942056E-1,8.116995643E-1
3.148073708E0,-1.530650081E-2,2.596685888E-2,8.638840127E-1,8.644097143E-1
3.158059708E0,-9.866719600E-3,4.246863335E-2,7.948769277E-1,7.960717727E-1
3.168046708E0,-8.121736860E-3,3.411441942E-2,7.791607815E-1,7.799495366E-1
3.178032708E0,-6.309958817E-3,2.886615051E-2,8.043084866E-1,8.048510495E-1
3.188019708E0,-5.218888933E-3,2.710713445E-2,7.878433120E-1,7.883267837E-1
3.198005708E0,-1.485740267E-2,1.007402167E-2,7.728744400E-1,7.730828728E-1
3.207991708E0,-2.929212702E-2,-1.138375229E-3,8.080518740E-1,8.085834253E-1
3.217978708E0,-2.329855510E-2,7.656380720E-3,8.055077505E-1,8.058809955E-1
3.227964708E0,-4.046734613E-2,1.448219187E-2,8.016152591E-1,8.027666931E-1
3.237950708E0,-3.266310852E-2,-3.017313112E-2,8.593956900E-1,8.605453204E-1
3.247937708E0,-2.353770394E-2,-1.097714240E-3,8.010165042E-1,8.013630067E-1
3.257923708E0,-2.098776289E-2,-1.983857031E-2,8.248170108E-1,8.253224560E-1
3.267910708E0,-1.313243522E-2,-2.959660479E-2,8.382889956E-1,8.389140958E-1
3.277896708E0,-1.443619301E-2,-2.636616432E-2,7.791613662E-1,7.797409909E-1
3.287882708E0,-1.976872806E-2,-3.321915588E-2,8.317026919E-1,8.326005541E-1
3.297869708E0,1.862086938E-4,-1.929660651E-2,7.799098098E-1,7.801485148E-1
3.307855708E0,3.335994130E-3,-7.666014922E-3,7.848489529E-1,7.848934803E-1
3.317842708E0,1.610729070E-2,5.057572019E-3,8.505628860E-1,8.507304196E-1
3.327828708E0,-1.064510734E-3,2.256440520E-3,8.071531570E-1,8.071570130E-1
3.337814708E0,6.148986798E-3,1.621947273E-2,8.584969729E-1,8.586721923E-1
3.347801708E0,5.067382094E-3,4.692917724E-2,8.561019534E-1,8.574022280E-1
3.357787708E0,7.189843717E-3,4.657097133E-2,8.628391153E-1,8.641249262E-1
3.367773708E0,5.906784162E-4,5.045162675E-2,8.749639016E-1,8.764174489E-1
3.377760708E0,-8.300488070E-3,5.848662838E-2,7.850003958E-1,7.872199217E-1
3.387746708E0,-1.009175518E-2,1.715427806E-2,8.638863516E-1,8.641155833E-1
3.397733708E0,-1.033513182E-2,1.550762447E-2,8.005668533E-1,8.007837336E-1
3.407719708E0,7.537837559E-3,-2.387728784E-3,8.728670901E-1,8.729029025E-1
3.417705708E0,1.010754266E-2,1.119315133E-2,8.291573989E-1,8.292945443E-1
3.427692708E0,3.964992366E-3,-7.632918768E-3,8.578982180E-1,8.579413355E-1
3.437678708E0,-8.618327638E-3,-4.563152934E-2,8.596944827E-1,8.609478007E-1
3.447665708E0,-1.670588341E-2,-7.412908142E-3,7.953277481E-1,7.955377204E-1
3.457651708E0,3.688455611E-3,-2.117930945E-2,9.022054946E-1,9.024615905E-1
3.467637708E0,-5.613758715E-3,2.106139669E-3,8.249655300E-1,8.249873186E-1
3.477624708E0,-4.567474849E-3,1.283254158E-2,8.357419485E-1,8.358529419E-1
3.487610708E0,-8.994031800E-3,1.493091999E-2,7.989173537E-1,7.991074791E-1
3.497596708E0,-1.370769846E-2,2.606930849E-3,8.352917129E-1,8.354082491E-1
3.507583708E0,-4.893391340E-2,2.143024636E-2,8.514586794E-1,8.531328537E-1
3.517569708E0,-3.497513641E-2,-1.397489109E-3,8.502605850E-1,8.509807727E-1
3.527556708E0,-2.015447984E-2,1.487394618E-3,8.620854092E-1,8.623222530E-1
3.537542708E0,-3.635433699E-2,4.525690097E-3,8.745113271E-1,8.752783449E-1
3.547528708E0,-1.695732739E-2,-5.601906683E-3,8.707708633E-1,8.709539762E-1
3.557515708E0,-1.118300093E-2,5.335789849E-3,8.436766201E-1,8.437676040E-1
3.567501708E0,-1.474659793E-2,-6.789302593E-3,8.767572427E-1,8.769075318E-1
3.577488708E0,-3.687820639E-3,2.802246124E-3,8.878342080E-1,8.878462894E-1
3.587474708E0,-3.275912162E-2,-1.540994856E-2,9.032527310E-1,9.039779436E-1
3.597460708E0,-6.039191619E-3,-3.575572371E-3,8.623865408E-1,8.624150986E-1
3.607447708E0,-9.870040636E-3,2.802778769E-2,8.995081741E-1,8.999988499E-1
3.617433708E0,4.177808175E-3,1.663744358E-2,8.972622585E-1,8.974262194E-1
3.627420708E0,-1.163920253E-3,9.756979239E-3,8.550500393E-1,8.551064981E-1
3.637406708E0,-1.107670952E-2,2.755785428E-2,8.227166909E-1,8.232526236E-1
3.647392708E0,-9.818560013E-3,5.428656424E-2,8.444215554E-1,8.462217194E-1
3.657379708E0,-1.839532902E-2,3.591481823E-2,8.715152138E-1,8.724488697E-1
3.667365708E0,-2.666077948E-2,3.457147525E-2,8.201725674E-1,8.213336863E-1
3.677351708E0,-1.623821351E-2,3.870998374E-3,8.694195718E-1,8.695798158E-1
3.687338708E0,-1.837725290E-2,2.815382717E-2,8.438222158E-1,8.444917367E-1
3.697324708E0,-1.738381782E-2,-6.495731254E-3,8.174764162E-1,8.176870323E-1
3.707311708E0,-2.073388409E-2,-9.939773250E-3,8.155298781E-1,8.158539546E-1
3.717297708E0,9.215929066E-3,-2.564147960E-2,9.051945913E-1,9.056045864E-1
3.727283708E0,-1.297128505E-2,-1.361289819E-2,8.834891421E-1,8.836892154E-1
3.737270708E0,5.256420749E-3,-9.239770174E-3,8.379831862E-1,8.380506093E-1
3.747256708E0,-5.332320349E-3,-3.510974343E-3,9.027984023E-1,9.028209766E-1
3.757243708E0,2.819988769E-3,5.111763831E-3,8.831891799E-1,8.832084748E-1
3.767229708E0,6.910431320E-3,-6.376406942E-3,8.376838088E-1,8.377365792E-1
3.777215708E0,-6.355123990E-3,2.051514798E-2,8.255596071E-1,8.258389213E-1
3.787202708E0,-2.166043937E-3,1.151674447E-2,9.348329580E-1,9.349064052E-1
3.797188708E0,-4.019685759E-2,3.060557383E-2,9.111815554E-1,9.125811281E-1
3.807175708E0,-3.580624503E-2,2.411003443E-2,8.513054824E-1,8.523992054E-1
3.817161708E0,-4.270623130E-2,1.928173265E-2,9.165697646E-1,9.177667137E-1
3.827147708E0,-5.293189229E-2,8.938780180E-3,8.996561086E-1,9.012562348E-1
3.837134708E0,-5.627717115E-2,-2.114703556E-2,8.201725674E-1,8.223730038E-1
3.847120708E0,-2.418414332E-2,-8.654299434E-3,8.080471963E-1,8.084553427E-1
3.857106708E0,1.682030611E-2,1.710255761E-3,8.911238515E-1,8.912842232E-1
3.867093708E0,3.657842239E-3,5.982482764E-3,8.563954836E-1,8.564241906E-1
3.877079708E0,4.635190631E-3,8.875826681E-3,8.129851699E-1,8.130468324E-1
3.887066708E0,2.595284383E-3,8.203721219E-3,8.441210085E-1,8.441648616E-1
3.897052708E0,-1.675688895E-2,2.470571953E-2,8.739096487E-1,8.744193730E-1
3.907038708E0,-2.895783759E-2,3.044613213E-3,8.131366128E-1,8.136577764E-1
3.917025708E0,2.223074846E-3,1.426110316E-2,8.155322170E-1,8.156599280E-1
3.927011708E0,2.166846558E-2,1.191090619E-2,9.045970058E-1,9.049348789E-1
3.936998708E0,1.391248348E-2,-2.045430496E-2,8.993579006E-1,8.996980433E-1
3.946984708E0,3.511344362E-3,-3.593097573E-2,8.068502712E-1,8.076575541E-1
3.956970708E0,2.563212634E-2,-1.368423879E-2,8.617866164E-1,8.622763110E-1
3.966957708E0,8.192963256E-3,-1.935268496E-2,8.784026492E-1,8.786540076E-1
3.976943708E0,4.315284894E-2,4.464719170E-3,8.613381350E-1,8.624299884E-1
3.986930708E0,-1.302005220E-2,8.222295265E-3,8.845398867E-1,8.846739168E-1
3.996916708E0,-2.730942984E-2,4.550780134E-2,8.316991836E-1,8.333908428E-1
4.006902708E0,2.842818720E-2,3.780216240E-2,8.715163833E-1,8.727989297E-1
4.016889708E0,-5.088960604E-2,4.827409166E-2,8.046049404E-1,8.076566412E-1
4.026875708E0,-1.148300878E-2,4.101423439E-2,7.620933437E-1,7.632825764E-1
4.036861708E0,-1.624020293E-2,9.095796193E-3,8.724151003E-1,8.726136516E-1
4.046848708E0,-4.724503652E-2,1.314842370E-3,7.980198061E-1,7.994181842E-1
4.056834708E0,-4.685012106E-2,1.832319585E-2,7.284145510E-1,7.301495953E-1
4.066821708E0,-2.367856017E-2,-6.618806007E-3,7.492212832E-1,7.496245820E-1
4.076807708E0,-1.488130088E-2,9.246238656E-3,7.278157961E-1,7.280266335E-1
4.086793708E0,-3.486053327E-2,-1.097867272E-2,6.736284792E-1,6.746192379E-1
4.096780708E0,-1.713611514E-2,1.091314736E-2,6.709340823E-1,6.712416003E-1
4.106766708E0,-3.633277081E-3,4.172449750E-3,7.028166103E-1,7.028383867E-1
4.116753708E0,-4.151679344E-2,1.023289234E-2,6.555143899E-1,6.569075061E-1
4.126739708E0,-3.981530850E-2,2.622739345E-2,6.183915871E-1,6.202268053E-1
4.136726208E0,-1.005599123E-2,2.165202029E-2,6.486281240E-1,6.490673125E-1
4.146713208E0,-2.697331316E-2,3.168428005E-2,6.529690969E-1,6.542935845E-1
4.156699208E0,-2.363289707E-2,6.207321910E-3,6.945837307E-1,6.950133838E-1
4.166686208E0,2.558823796E-3,4.666416133E-3,5.956400710E-1,5.956638458E-1
4.176672208E0,3.787781989E-2,1.218902352E-3,5.088206130E-1,5.102299787E-1
4.186658208E0,2.432208051E-2,1.768490374E-2,4.637637234E-1,4.647376793E-1
4.196645208E0,1.942432249E-2,-4.055313575E-3,4.178098708E-1,4.182808124E-1
4.206631208E0,6.318841103E-2,9.342804509E-3,3.949074966E-1,4.000399907E-1
4.216618208E0,1.070661046E-2,-1.335494919E-2,3.681132156E-1,3.685109573E-1
4.226604208E0,-5.560466826E-3,-6.917457115E-3,3.260501003E-1,3.261708723E-1
4.236590208E0,-1.068056522E-2,-1.762168986E-2,2.974589700E-1,2.981718250E-1
4.246577208E0,-2.646958466E-2,-2.740032664E-2,2.868304861E-1,2.893495197E-1
4.256563208E0,5.654664100E-3,-2.044585390E-2,3.619736391E-1,3.625947098E-1
4.266549208E0,-8.580195112E-4,-1.315638597E-2,2.926665920E-1,2.929634120E-1
4.276536208E0,1.320817951E-2,-2.757826015E-2,2.386289638E-1,2.405801297E-1
4.286522208E0,5.290234101E-3,-5.083532743E-3,2.506034768E-1,2.507108523E-1
4.296509208E0,-1.289648180E-2,-3.327275841E-3,2.628773671E-1,2.632145516E-1
4.306495208E0,-5.020949263E-3,4.349186411E-4,3.452067482E-1,3.452435345E-1
4.316481208E0,-4.942697072E-3,2.697136485E-2,3.239509499E-1,3.251093704E-1
4.326468208E0,-1.819342649E-2,1.774255363E-2,2.931156582E-1,2.942152070E-1
4.336454208E0,-4.817265160E-2,-3.082170610E-2,2.097384560E-1,2.173954964E-1
4.346441208E0,-1.562631838E-2,3.517196146E-3,1.634834719E-1,1.642662414E-1
4.356427208E0,-1.685512674E-2,3.819017541E-3,3.127237111E-1,3.132008935E-1
4.366413208E0,-1.981324913E-2,1.536995452E-3,2.723077565E-1,2.730319422E-1
4.376400208E0,2.636927522E-3,4.858455140E-2,1.818957692E-1,1.882909528E-1
4.386386208E0,-1.320039997E-2,-7.402903922E-3,9.896821797E-2,1.001187381E-1
4.396373208E0,1.133226939E-3,3.557973623E-2,6.738389790E-2,7.620886779E-2
4.406359208E0,-4.617708826E-2,2.346879131E-2,1.223202431E-1,1.328357991E-1
4.416345208E0,-1.559651128E-3,3.286729055E-2,1.253140175E-1,1.295619323E-1
4.426332208E0,-6.943349317E-3,-1.488404176E-3,1.272605556E-1,1.274585206E-1
4.436318208E0,-4.596584846E-2,-4.268933376E-3,9.717253804E-2,1.075805985E-1
4.446305208E0,-3.886651096E-3,3.874376968E-2,9.941845357E-2,1.067717877E-1
4.456291208E0,-4.114669666E-3,-3.468104202E-2,2.064476430E-1,2.093808360E-1
4.466277208E0,-3.056490827E-2,2.412890998E-2,4.223853171E-2,5.745007811E-2
4.476264208E0,1.599256421E-2,1.473172179E-2,8.729366720E-2,8.996093636E-2
4.486250208E0,5.882435990E-4,-4.569371996E-2,2.185718447E-1,2.232978132E-1
4.496237208E0,1.201568784E-2,-3.905547196E-3,8.819296896E-2,8.909337702E-2
4.506223208E0,-2.392992420E-2,3.179461427E-2,1.109462392E-1,1.178669028E-1
4.516209208E0,-1.173687615E-2,-6.923011970E-5,1.539069021E-1,1.543537935E-1
4.526196208E0,-1.328162373E-2,2.073442313E-2,1.949216115E-1,1.964707420E-1
4.536182208E0,-3.514230968E-2,-3.812658694E-4,1.920769411E-1,1.952656616E-1
4.546169208E0,-4.235597395E-3,8.891422302E-5,1.280107534E-1,1.280808384E-1
4.556155208E0,1.357029118E-2,2.770560154E-2,1.109450698E-1,1.151545122E-1
4.566141208E0,1.924288065E-2,1.200134617E-2,1.274108291E-1,1.294134465E-1
4.576128208E0,3.598911441E-2,1.826883045E-2,8.055825949E-2,9.010327238E-2
4.586114208E0,-1.003004193E-2,-1.926988747E-2,3.969323874E-2,4.524912713E-2
4.596101208E0,9.642997363E-3,6.345466948E-3,5.690627217E-2,5.806527501E-2
4.606087208E0,-1.889384984E-2,-7.748666229E-3,7.277269185E-2,7.558362302E-2
4.616073208E0,-2.574274607E-2,-3.303320986E-2,9.687199116E-2,1.055370295E-1
4.626060208E0,-1.345326235E-2,-1.578357194E-2,2.936237812E-2,3.594802720E-2
4.636046208E0,-1.694450463E-2,-2.017068759E-2,-3.719413877E-3,2.660464085E-2
4.646033208E0,1.932979403E-2,-1.402011108E-2,-4.518260479E-2,5.110452257E-2
4.656019208E0,8.153860001E-3,-5.605182038E-3,-9.353264630E-2,9.405455556E-2
4.666005208E0,-5.320075457E-4,-1.064860197E-2,-6.599050641E-2,6.684626162E-2
4.675992208E0,-2.472344390E-4,7.540715486E-4,-9.772509992E-2,9.772832191E-2
4.685978208E0,1.360768138E-3,1.592437563E-2,-1.185318321E-1,1.196044842E-1
4.695965208E0,-1.815763285E-2,-1.308350134E-2,-1.400870079E-1,1.418634816E-1
4.705951208E0,-5.902431184E-2,1.185024590E-2,-1.086517918E-1,1.242155770E-1
4.715937208E0,-3.719144356E-3,1.288881646E-3,-1.032629979E-1,1.033379890E-1
4.725924208E0,-4.063689255E-2,2.042661748E-2,-8.260595441E-2,9.429924412E-2
4.735910208E0,-8.607053475E-3,1.819874152E-2,-1.104474717E-1,1.122671794E-1
4.745897208E0,-2.314435992E-2,2.417069930E-2,-1.270629197E-1,1.313958510E-1
4.755883208E0,2.728352393E-2,3.149109352E-3,-1.131418687E-1,1.164276171E-1
4.765869208E0,-1.033610712E-2,2.808652023E-2,-2.931618512E-2,4.189422919E-2
4.775856208E0,-2.903415974E-2,2.471248494E-2,-5.161980450E-2,6.417393210E-2
4.785842208E0,-7.688126990E-3,1.160931777E-2,-4.622984111E-2,4.828127758E-2
4.795829208E0,-5.423056345E-2,1.350971311E-2,-3.814665020E-2,6.766559895E-2
4.805815208E0,-2.084492866E-2,2.056608728E-2,-2.736906230E-2,4.008167372E-2
4.815801208E0,-1.874074643E-2,-1.088944330E-2,5.511000752E-2,5.921915637E-2
4.825788208E0,-2.389318496E-3,1.887229965E-3,-6.673602641E-2,6.680544664E-2
4.835774208E0,-1.097640921E-2,2.226336953E-2,-1.415798020E-1,1.437392762E-1
4.845761208E0,-7.455898882E-3,1.394542661E-2,-1.300537705E-1,1.310116353E-1
4.855747208E0,1.828212830E-2,-1.844901606E-3,-6.419131815E-2,6.676949306E-2
4.865733208E0,-2.595134320E-2,1.395089467E-2,-4.383423686E-2,5.281609600E-2
4.875720208E0,7.559620722E-3,-1.684607041E-2,-1.153842759E-1,1.168523388E-1
4.885706208E0,-3.579864365E-2,-1.063729126E-2,-1.508593333E-1,1.554131053E-1
4.895693208E0,7.421859407E-3,-4.422455678E-2,-1.653785545E-1,1.713504062E-1
4.905679208E0,-2.864821153E-2,-5.103504639E-3,-9.637205422E-2,1.006694523E-1
4.915665208E0,7.976397006E-3,4.299421124E-3,-3.065812111E-2,3.196917767E-2
4.925652208E0,-1.570799667E-3,5.640069815E-2,-7.915785134E-2,9.720839260E-2
4.935638208E0,1.470739190E-2,1.859466654E-2,-1.291532993E-1,1.313112475E-1
4.945625208E0,1.016345666E-2,2.596218567E-2,-1.316980076E-1,1.346168494E-1
4.955611208E0,2.363117945E-2,2.427998741E-2,-7.810944557E-2,8.514127036E-2
4.965597208E0,-7.467442565E-4,3.329542550E-2,1.784043968E-2,3.778126883E-2
4.975584208E0,5.967469581E-3,2.141202863E-2,-3.080897927E-2,3.799051023E-2
4.985570208E0,2.199860715E-2,-2.085027109E-2,-3.230645120E-2,4.429875066E-2
4.995557208E0,-5.243993131E-4,9.276653314E-3,-2.272637308E-2,2.455237920E-2
5.005543208E0,4.643492763E-2,1.733538643E-2,-3.499967873E-2,6.067697783E-2
5.015529208E0,3.775504435E-2,1.076745119E-2,-3.769349098E-2,5.442591884E-2
5.025516208E0,4.047630882E-2,8.947281484E-3,-5.041644752E-2,6.527023519E-2
5.035502208E0,3.130841143E-2,-1.663798262E-2,-2.332337379E-2,4.243841252E-2
5.045489208E0,4.407857738E-2,-3.216913300E-2,-5.959482193E-3,5.489343795E-2
5.055475208E0,5.455769689E-2,-2.161756283E-2,-8.319886208E-2,1.018131227E-1
5.065461208E0,-6.251372457E-3,-2.785348585E-2,-3.020847023E-2,4.156257938E-2
5.075448208E0,3.122753713E-2,9.332932765E-3,-2.616687477E-2,4.179674681E-2
5.085434208E0,-1.770345038E-3,-1.850619543E-2,-5.715243995E-2,6.010003979E-2
5.095421208E0,-1.427645210E-2,-1.916814135E-2,-6.044676125E-2,6.500035133E-2
5.105407208E0,-1.442500107E-2,-4.460420553E-4,-5.281380594E-2,5.475013888E-2
5.115394208E0,-3.567889221E-2,-4.283688460E-3,-3.155800760E-2,4.782511035E-2
5.125380208E0,1.414189762E-2,1.790286327E-2,-2.287606180E-2,3.230820306E-2
5.135366500E0,-2.492758025E-2,3.093796520E-2,-7.302178323E-2,8.313075709E-2
5.145353500E0,-3.983212381E-3,4.699165109E-3,-4.428213358E-2,4.470856168E-2
5.155339500E0,-1.246882421E-2,8.023722908E-3,-1.322055459E-3,1.488621971E-2
5.165326500E0,-4.793163668E-2,1.184052490E-2,3.160887837E-2,5.862389459E-2
5.175312500E0,-1.477465315E-2,2.128567853E-2,1.088482583E-1,1.118897395E-1
5.185298500E0,-2.487011537E-2,2.254528298E-2,4.792436421E-2,5.851117080E-2
5.195285500E0,-4.551823040E-2,4.451005622E-2,-2.969216108E-3,6.373280668E-2
5.205271500E0,9.078606293E-3,3.305967308E-2,4.066738486E-3,3.452392559E-2
5.215258500E0,-1.850644668E-2,1.507234038E-2,8.310296774E-2,8.646251939E-2
5.225244500E0,-2.893001307E-3,-1.524187309E-2,8.729425192E-2,8.866211463E-2
5.235230500E0,8.897274085E-3,1.514380432E-2,2.277899802E-2,2.876419729E-2
5.245217500E0,-3.539053084E-2,-1.750196812E-2,-6.434100688E-2,7.548889804E-2
5.255203500E0,-2.174142787E-2,-1.577503866E-2,-2.332629740E-2,3.557608299E-2
5.265190500E0,-1.752791971E-3,3.543787273E-3,4.523113668E-2,4.540359494E-2
5.275176500E0,-1.501337943E-2,-4.311005920E-3,2.128211081E-2,2.639913966E-2
5.285162500E0,8.387963329E-3,1.531687276E-3,-8.739190042E-2,8.780688045E-2
5.295149500E0,-5.495752310E-3,-1.191742036E-2,-1.004159886E-1,1.012699312E-1
5.305135500E0,7.111089032E-3,-4.318022579E-3,-1.294556004E-1,1.297226479E-1
5.315122500E0,6.902884757E-3,-7.202417515E-3,-9.562594950E-2,9.614492630E-2
5.325108500E0,-3.711593226E-3,1.682586554E-3,-4.907217264E-2,4.924109208E-2
5.335094500E0,-2.449260907E-2,-3.469354045E-3,-5.401131570E-2,5.940662034E-2
5.345081500E0,-1.961276500E-2,-4.546015110E-2,-7.766271830E-2,9.210202876E-2
5.355067500E0,-3.951758472E-3,-3.874508074E-2,-1.210736167E-1,1.271834044E-1
5.365054500E0,-1.222171768E-2,-1.363809147E-2,-6.045085430E-2,6.316386394E-2
5.375040500E0,-2.373896465E-3,-6.974303015E-3,3.205677509E-2,3.289244771E-2
5.385026500E0,-1.798865517E-2,3.737910264E-2,2.457233906E-2,4.821399046E-2
5.395013500E0,-2.989749428E-2,5.855373889E-2,-3.418866992E-3,6.583379948E-2
5.404999500E0,-4.254183775E-2,1.584077872E-2,-1.734050274E-2,4.859456003E-2
5.414986500E0,-7.275925695E-3,3.773971139E-3,-2.672762275E-3,8.621230252E-3
5.424972500E0,-1.326794445E-2,-4.653057072E-2,7.815680802E-2,9.192180917E-2
5.434959500E0,-3.854562216E-2,3.468869365E-2,7.501217544E-2,9.119153974E-2
5.444945500E0,-2.682636303E-3,8.643889563E-2,2.935711563E-2,9.132753940E-2
5.454931500E0,-4.598869829E-2,5.991632743E-2,5.121166885E-2,9.125547484E-2
5.464918500E0,-1.503587522E-2,1.339606699E-2,5.884637833E-2,6.219669120E-2
5.474904500E0,-5.122971299E-2,-8.081212915E-3,1.753287613E-2,5.474660940E-2
5.484891500E0,4.517010180E-2,-4.164670212E-3,-1.435082138E-2,4.757760659E-2
5.494877500E0,1.764361692E-2,3.559836509E-2,2.756202042E-2,4.835499752E-2
5.504863500E0,3.270032513E-3,2.397144172E-2,-2.063716292E-2,3.179961673E-2
5.514850500E0,-1.310267609E-2,-6.530947024E-3,-6.569346786E-2,6.730501548E-2
5.524836500E0,-2.227936258E-2,-1.866264042E-2,-1.524836898E-2,3.282037326E-2
5.534823500E0,-8.831570568E-3,-3.902758805E-2,6.124315202E-2,7.315649621E-2
5.544809500E0,8.929132274E-4,-8.041990888E-3,2.606688738E-2,2.729383683E-2
5.554795500E0,6.568615884E-3,-5.196493641E-3,-4.922712386E-2,4.993455701E-2
5.564782500E0,1.599972705E-2,3.593939938E-2,-7.317731917E-2,8.308159684E-2
5.574768500E0,-1.632155004E-2,1.177979609E-2,-4.458794296E-2,4.892076500E-2
5.584755500E0,1.281145734E-2,-2.001172098E-2,-8.904607773E-2,9.216184880E-2
5.594741500E0,-1.169443587E-2,-6.575098070E-3,-5.776113510E-2,5.929873922E-2
5.604728500E0,-5.710240058E-3,1.330369926E-2,-8.512961268E-3,1.679481363E-2
5.614714500E0,-2.194994506E-2,3.713338711E-2,-5.416802108E-2,6.924494952E-2
5.624700500E0,-2.560600116E-2,3.601844642E-2,-3.096743882E-2,5.396274683E-2
5.634687500E0,8.730980186E-3,2.500111812E-2,2.785964370E-2,3.843755545E-2
5.644673500E0,-1.401541047E-3,-1.332887426E-2,-1.390292466E-2,1.931099481E-2
5.654660500E0,2.930338291E-2,-2.694447222E-3,-6.330020249E-2,6.980590184E-2
5.664646500E0,2.144380916E-2,-4.170878311E-3,-3.905121446E-2,4.474629066E-2
5.674632500E0,2.792170184E-2,3.247515708E-2,-1.375323594E-2,4.498231608E-2
5.684619500E0,3.210651297E-3,-2.118000381E-2,3.609310806E-2,4.197157720E-2
5.694605500E0,-1.626464018E-2,2.054368970E-3,-1.090915024E-2,1.969183869E-2
5.704592500E0,-3.026265519E-2,-6.443628908E-2,3.010497451E-2,7.729277547E-2
5.714578500E0,-8.686219293E-3,-4.960304957E-2,4.043291152E-2,6.458121450E-2
5.724564500E0,3.063633109E-2,-1.150870912E-2,-6.868724227E-3,3.343971503E-2
5.734551500E0,1.835784746E-2,-4.137630951E-2,1.887656629E-2,4.904420768E-2
5.744537500E0,9.110284040E-3,-8.161296928E-4,-7.258441150E-2,7.315845909E-2
5.754524500E0,-1.482642385E-2,2.580437480E-2,-5.013051867E-2,5.829886367E-2
5.764510500E0,-1.763780625E-3,5.355350613E-3,-3.770693958E-2,3.812615893E-2
5.774497500E0,2.265768657E-3,3.412487132E-2,1.648096204E-2,3.796396528E-2
5.784483500E0,1.927088790E-2,2.092010421E-3,1.243878186E-2,2.303186753E-2
5.794469500E0,-2.098770350E-2,-4.529482565E-2,-6.060989857E-2,7.852174688E-2
5.804456500E0,-9.603526373E-4,4.894742138E-2,-8.575701892E-2,9.874734747E-2
5.814442500E0,5.101853258E-3,4.183136450E-2,-4.114978015E-2,5.889988429E-2
5.824429500E0,1.318720262E-2,3.434015849E-2,2.815609753E-2,4.632401781E-2
5.834415500E0,-2.229850764E-2,2.810150372E-2,2.815609753E-2,4.560355011E-2
5.844401500E0,-1.706343380E-2,9.056834551E-3,-7.902161121E-2,8.134864513E-2
5.854388500E0,1.876842249E-2,1.406938758E-2,-5.522110462E-2,5.999643111E-2
5.864374500E0,-1.549122029E-2,1.988273506E-2,-2.139086902E-2,3.305858946E-2
5.874361500E0,6.642663104E-3,2.052242502E-2,-2.752752185E-2,3.497226560E-2
5.884347500E0,-3.592300433E-2,3.117479570E-3,-1.032033563E-3,3.607278770E-2
5.894333500E0,-1.553996231E-2,-1.019050003E-2,2.410807014E-3,1.873896235E-2
5.904320500E0,-3.657946621E-2,-6.430247007E-3,-3.216728747E-2,4.913389673E-2
5.914306500E0,-2.954896369E-2,-1.185574137E-2,1.498524427E-2,3.518888183E-2
5.924293500E0,-2.119124142E-2,2.111166447E-2,-1.091090441E-2,3.184052331E-2
5.934279500E0,-3.381923324E-2,4.276733471E-2,-4.519020617E-2,7.081624241E-2
5.944266500E0,-9.721183316E-3,2.053191304E-2,-5.821254015E-2,6.248808438E-2
5.954252500E0,-1.129818651E-2,-5.148667071E-2,-6.375160754E-2,8.272118074E-2
5.964238500E0,-3.077521389E-2,-3.294905563E-2,-3.875300646E-2,5.945207790E-2
5.974225500E0,1.614422637E-2,-2.366802148E-3,-1.360471666E-2,2.124443722E-2
5.984211500E0,-2.672055584E-2,3.715807789E-2,2.246968031E-2,5.098624707E-2
